Movie_ID,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
788,In America,2002,PG-13,105,Drama,7.7,76,Jim Sheridan,Paddy Considine,Samantha Morton,Djimon Hounsou,Sarah Bolger,40403,"1,55,39,266"
789,I Am Sam,2001,PG-13,132,Drama,7.7,28,Jessie Nelson,Sean Penn,Michelle Pfeiffer,Dakota Fanning,Dianne Wiest,142863,"4,03,11,852"
790,Adaptation.,2002,R,115,Comedy,7.7,83,Spike Jonze,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,178565,"2,22,45,861"
791,Black Hawk Down,2001,A,144,Drama,7.7,74,Ridley Scott,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,364254,"10,86,38,745"
792,Road to Perdition,2002,A,117,Crime,7.7,72,Sam Mendes,Tom Hanks,Tyler Hoechlin,Rob Maxey,Liam Aiken,246840,"10,44,54,762"
793,Das Experiment,2001,R,120,Drama,7.7,60,Oliver Hirschbiegel,Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke MÃ¶hring,90842,"1,41,072"
794,Billy Elliot,2000,R,110,Drama,7.7,74,Stephen Daldry,Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,126770,"2,19,95,263"
795,Hedwig and the Angry Inch,2001,R,95,Comedy,7.7,85,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski,31957,"30,29,081"
796,Ocean's Eleven,2001,UA,116,Crime,7.7,74,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon,516372,"18,34,17,150"
797,Vampire Hunter D: Bloodlust,2000,U,103,Animation,7.7,62,Yoshiaki Kawajiri,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,29210,"1,51,086"
798,"O Brother, Where Art Thou?",2000,U,107,Adventure,7.7,69,Joel Coen,Ethan Coen,George Clooney,John Turturro,Tim Blake Nelson,286742,"4,55,12,588"
799,Interstate 60: Episodes of the Road,2002,R,116,Adventure,7.7,78,Bob Gale,James Marsden,Gary Oldman,Kurt Russell,Matthew Edison,29999,"6,80,34,751"
800,"South Park: Bigger, Longer & Uncut",1999,A,81,Animation,7.7,73,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,192112,"5,20,37,603"
801,Office Space,1999,R,89,Comedy,7.7,68,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,241575,"1,08,24,921"
802,Happiness,1998,U,134,Comedy,7.7,81,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,66408,"28,07,390"
803,Training Day,2001,A,122,Crime,7.7,69,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,390247,"7,66,31,907"
804,Rushmore,1998,UA,93,Comedy,7.7,86,Wes Anderson,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,169229,"1,71,05,219"
805,Abre los ojos,1997,U,119,Drama,7.7,78,Alejandro AmenÃ¡bar,Eduardo Noriega,PenÃ©lope Cruz,Chete Lera,Fele MartÃ­nez,64082,"3,68,234"
806,Being John Malkovich,1999,R,113,Comedy,7.7,90,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,312542,"2,28,58,926"
807,As Good as It Gets,1997,A,139,Comedy,7.7,67,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,275755,"14,84,78,011"
808,The Fifth Element,1997,UA,126,Action,7.7,52,Luc Besson,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,434125,"6,35,40,020"
809,Le dÃ®ner de cons,1998,PG-13,80,Comedy,7.7,73,Francis Veber,Thierry Lhermitte,Jacques Villeret,Francis Huster,Daniel PrÃ©vost,37424,"40,65,116"
810,Donnie Brasco,1997,A,127,Biography,7.7,76,Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,279318,"4,19,09,762"
811,Shine,1996,U,105,Biography,7.7,87,Scott Hicks,Geoffrey Rush,Armin Mueller-Stahl,Justin Braine,Sonia Todd,51350,"3,58,11,509"
812,Primal Fear,1996,A,129,Crime,7.7,47,Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton,John Mahoney,189716,"5,61,16,183"
813,Hamlet,1996,PG-13,242,Drama,7.7,78,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"44,14,535"
814,A Little Princess,1995,U,97,Drama,7.7,83,Alfonso CuarÃ³n,Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,32236,"1,00,19,307"
815,Do lok tin si,1995,UA,99,Comedy,7.7,71,Kar-Wai Wong,Leon Lai,Michelle Reis,Takeshi Kaneshiro,Charlie Yeung,26429,"6,80,34,751"
816,Il postino,1994,U,108,Biography,7.7,81,Michael Radford,Massimo Troisi,Massimo Troisi,Philippe Noiret,Maria Grazia Cucinotta,33600,"2,18,48,932"
817,Clerks,1994,R,92,Comedy,7.7,70,Kevin Smith,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti,Lisa Spoonauer,211450,"31,51,130"
818,Short Cuts,1993,R,188,Comedy,7.7,79,Robert Altman,Andie MacDowell,Julianne Moore,Tim Robbins,Bruce Davison,42275,"61,10,979"
819,Philadelphia,1993,UA,125,Drama,7.7,66,Jonathan Demme,Tom Hanks,Denzel Washington,Roberta Maxwell,Buzz Kilman,224169,"7,73,24,422"
820,The Muppet Christmas Carol,1992,G,85,Comedy,7.7,64,Brian Henson,Michael Caine,Kermit the Frog,Dave Goelz,Miss Piggy,50298,"2,72,81,507"
821,Malcolm X,1992,U,202,Biography,7.7,73,Spike Lee,Denzel Washington,Angela Bassett,Delroy Lindo,Spike Lee,85819,"4,81,69,908"
822,The Last of the Mohicans,1992,UA,112,Action,7.7,76,Michael Mann,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,150409,"7,55,05,856"
823,Kurenai no buta,1992,U,94,Animation,7.7,83,Hayao Miyazaki,ShÃ»ichirÃ´ Moriyama,Tokiko KatÃ´,Bunshi Katsura Vi,Tsunehiko KamijÃ´,77798,"6,80,34,751"
824,Glengarry Glen Ross,1992,R,100,Crime,7.7,82,James Foley,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,95826,"1,07,25,228"
825,A Few Good Men,1992,U,138,Drama,7.7,62,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,235388,"14,13,40,178"
826,Fried Green Tomatoes,1991,PG-13,130,Drama,7.7,64,Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,66941,"8,24,18,501"
827,Barton Fink,1991,U,116,Comedy,7.7,69,Joel Coen,Ethan Coen,John Turturro,John Goodman,Judy Davis,113240,"61,53,939"
828,Miller's Crossing,1990,R,115,Crime,7.7,66,Joel Coen,Ethan Coen,Gabriel Byrne,Albert Finney,John Turturro,125822,"50,80,409"
829,Who Framed Roger Rabbit,1988,U,104,Animation,7.7,83,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,182009,"15,64,52,370"
830,Spoorloos,1988,U,107,Mystery,7.7,78,George Sluizer,Bernard-Pierre Donnadieu,Gene Bervoets,Johanna ter Steege,Gwen Eckhaus,33982,"6,80,34,751"
831,Withnail & I,1987,R,107,Comedy,7.7,84,Bruce Robinson,Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown,40396,"15,44,889"
832,The Last Emperor,1987,U,163,Biography,7.7,76,Bernardo Bertolucci,John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying,94326,"4,39,84,230"
833,Empire of the Sun,1987,U,153,Action,7.7,62,Steven Spielberg,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,115677,"2,22,38,696"
834,Der Name der Rose,1986,R,130,Crime,7.7,54,Jean-Jacques Annaud,Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin,102031,"71,53,487"
835,Blue Velvet,1986,A,120,Drama,7.7,76,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,181285,"85,51,228"
836,The Purple Rose of Cairo,1985,U,82,Comedy,7.7,75,Woody Allen,Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,47102,"1,06,31,333"
837,After Hours,1985,UA,97,Comedy,7.7,90,Martin Scorsese,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,59635,"1,06,00,000"
838,Zelig,1983,PG,79,Comedy,7.7,78,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter,39881,"1,17,98,616"
839,The Verdict,1982,U,129,Drama,7.7,77,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,36096,"5,40,00,000"
840,Star Trek II: The Wrath of Khan,1982,U,113,Action,7.7,67,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,112704,"7,89,12,963"
841,First Blood,1982,A,93,Action,7.7,61,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,226541,"4,72,12,904"
842,Ordinary People,1980,U,124,Drama,7.7,86,Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,47099,"5,48,00,000"
843,Airplane!,1980,U,88,Comedy,7.7,78,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,214882,"8,34,00,000"
844,Rupan sansei: Kariosutoro no shiro,1979,U,100,Animation,7.7,71,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,27014,"6,80,34,751"
845,Halloween,1978,A,91,Horror,7.7,87,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,233106,"4,70,00,000"
846,Le locataire,1976,R,126,Drama,7.7,71,Roman Polanski,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,39889,"19,24,733"
847,Love and Death,1975,PG,85,Comedy,7.7,89,Woody Allen,Woody Allen,Diane Keaton,Georges Adet,Frank Adu,36037,"6,80,34,751"
848,The Taking of Pelham One Two Three,1974,U,104,Action,7.7,68,Joseph Sargent,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,26729,"6,80,34,751"
849,Blazing Saddles,1974,A,93,Comedy,7.7,73,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,125993,"11,95,00,000"
850,Serpico,1973,A,130,Biography,7.7,87,Sidney Lumet,Al Pacino,John Randolph,Jack Kehoe,Biff McGuire,109941,"2,98,00,000"
851,Enter the Dragon,1973,A,102,Action,7.7,83,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,96561,"2,50,00,000"
852,Deliverance,1972,U,109,Adventure,7.7,80,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,98740,"70,56,013"
853,The French Connection,1971,A,104,Action,7.7,94,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,110075,"1,56,30,710"
854,Dirty Harry,1971,A,102,Action,7.7,90,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,143292,"3,59,00,000"
855,Where Eagles Dare,1968,U,158,Action,7.7,63,Brian G. Hutton,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,51913,"6,80,34,751"
856,The Odd Couple,1968,G,105,Comedy,7.7,86,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,31572,"4,45,27,234"
857,The Dirty Dozen,1967,U,150,Action,7.7,73,Robert Aldrich,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,67183,"4,53,00,000"
858,Belle de jour,1967,A,100,Drama,7.7,78,Luis BuÃ±uel,Catherine Deneuve,Jean Sorel,Michel Piccoli,GeneviÃ¨ve Page,40274,"26,331"
859,A Man for All Seasons,1966,U,120,Biography,7.7,72,Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,31222,"2,83,50,000"
860,Repulsion,1965,U,105,Drama,7.7,91,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,48883,"6,80,34,751"
861,Zulu,1964,U,138,Drama,7.7,77,Cy Endfield,Stanley Baker,Jack Hawkins,Ulla Jacobsson,James Booth,35999,"6,80,34,751"
862,Goldfinger,1964,A,110,Action,7.7,87,Guy Hamilton,Sean Connery,Gert FrÃ¶be,Honor Blackman,Shirley Eaton,174119,"5,10,81,062"
863,The Birds,1963,A,119,Drama,7.7,90,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,171739,"1,14,03,529"
864,Cape Fear,1962,Passed,106,Drama,7.7,76,J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,26457,"6,80,34,751"
865,Peeping Tom,1960,U,101,Drama,7.7,78,Michael Powell,Karlheinz BÃ¶hm,Anna Massey,Moira Shearer,Maxine Audley,31354,"83,957"
866,The Magnificent Seven,1960,Approved,128,Action,7.7,74,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,87719,"49,05,000"
867,Les yeux sans visage,1960,U,90,Drama,7.7,90,Georges Franju,Pierre Brasseur,Alida Valli,Juliette Mayniel,Alexandre Rignault,27620,"52,709"
868,Invasion of the Body Snatchers,1956,Approved,80,Drama,7.7,92,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,44839,"6,80,34,751"
869,Rebel Without a Cause,1955,PG-13,111,Drama,7.7,89,Nicholas Ray,James Dean,Natalie Wood,Sal Mineo,Jim Backus,83363,"6,80,34,751"
870,The Ladykillers,1955,U,91,Comedy,7.7,91,Alexander Mackendrick,Alec Guinness,Peter Sellers,Cecil Parker,Herbert Lom,26464,"6,80,34,751"
871,Sabrina,1954,Passed,113,Comedy,7.7,72,Billy Wilder,Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,59415,"6,80,34,751"
872,The Quiet Man,1952,Passed,129,Comedy,7.7,78,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,34677,"1,05,50,000"
873,The Day the Earth Stood Still,1951,U,92,Drama,7.7,78,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,Sam Jaffe,76315,"6,80,34,751"
874,The African Queen,1951,PG,105,Adventure,7.7,91,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,71481,"5,36,118"
875,Gilda,1946,Approved,110,Drama,7.7,78,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,27991,"6,80,34,751"
876,Fantasia,1940,G,125,Animation,7.7,96,James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,88662,"7,64,08,097"
877,The Invisible Man,1933,TV-PG,71,Horror,7.7,87,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Henry Travers,30683,"6,80,34,751"
878,Dark Waters,2019,PG-13,126,Biography,7.6,73,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,60408,"6,80,34,751"
879,Searching,2018,U/A,102,Drama,7.6,71,Aneesh Chaganty,John Cho,Debra Messing,Joseph Lee,Michelle La,140840,"2,60,20,957"
880,Once Upon a Time... in Hollywood,2019,A,161,Comedy,7.6,83,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,551309,"14,25,02,728"
881,Nelyubov,2017,R,127,Drama,7.6,86,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Marina Vasileva,29765,"5,66,356"
882,The Florida Project,2017,A,111,Drama,7.6,92,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,95181,"59,04,366"
883,Just Mercy,2019,A,137,Biography,7.6,68,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Charlie Pye Jr.,46739,"6,80,34,751"
884,Gifted,2017,PG-13,101,Drama,7.6,60,Marc Webb,Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer,99643,"2,48,01,212"
885,The Peanut Butter Falcon,2019,PG-13,97,Adventure,7.6,70,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,66346,"1,31,22,642"
886,Victoria,2015,U,138,Crime,7.6,77,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,52903,"6,80,34,751"
887,Mustang,2015,PG-13,97,Drama,7.6,83,Deniz Gamze ErgÃ¼ven,GÃ¼nes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,Elit Iscan,35785,"8,45,464"
888,Guardians of the Galaxy Vol. 2,2017,UA,136,Action,7.6,67,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,569974,"38,98,13,101"
889,Baby Driver,2017,UA,113,Action,7.6,86,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza GonzÃ¡lez,439406,"10,78,25,862"
890,Only the Brave,2017,UA,134,Action,7.6,72,Joseph Kosinski,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,58371,"1,83,40,051"
891,Bridge of Spies,2015,UA,142,Drama,7.6,81,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,287659,"7,23,13,754"
892,Incredibles 2,2018,UA,118,Animation,7.6,80,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,250057,"60,85,81,744"
893,Moana,2016,U,107,Animation,7.6,81,Ron Clements,John Musker,Don Hall,Chris Williams,Auli'i Cravalho,272784,"24,87,57,044"
894,Sicario,2015,A,121,Action,7.6,82,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,371291,"4,68,89,293"
895,Creed,2015,A,133,Drama,7.6,82,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,247666,"10,97,67,581"
896,Leviafan,2014,R,140,Crime,7.6,92,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,Vladimir Vdovichenkov,49397,"10,92,800"
897,Hell or High Water,2016,R,102,Action,7.6,88,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,204175,"2,68,62,450"
898,Philomena,2013,PG-13,98,Biography,7.6,77,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,94212,"3,77,07,719"
899,Dawn of the Planet of the Apes,2014,UA,130,Action,7.6,79,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,411599,"20,85,45,589"
900,El cuerpo,2012,U,112,Mystery,7.6,78,Oriol Paulo,Jose Coronado,Hugo Silva,BelÃ©n Rueda,Aura Garrido,57549,"6,80,34,751"
901,Serbuan maut,2011,A,101,Action,7.6,73,Gareth Evans,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,190531,"41,05,123"
902,End of Watch,2012,A,109,Action,7.6,68,David Ayer,Jake Gyllenhaal,Michael PeÃ±a,Anna Kendrick,America Ferrera,228132,"4,10,03,371"
903,Kari-gurashi no Arietti,2010,U,94,Animation,7.6,80,Hiromasa Yonebayashi,Amy Poehler,Mirai Shida,RyÃ»nosuke Kamiki,Tatsuya Fujiwara,80939,"1,92,02,743"
904,A Star Is Born,2018,UA,136,Drama,7.6,88,Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,Greg Grunberg,334312,"21,52,88,866"
905,True Grit,2010,PG-13,110,Drama,7.6,80,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,311822,"17,12,43,005"
906,HÃ¦vnen,2010,R,118,Drama,7.6,65,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Wil Johnson,38491,"10,08,098"
907,Despicable Me,2010,U,95,Animation,7.6,72,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,500851,"25,15,13,985"
908,50/50,2011,R,100,Comedy,7.6,72,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,315426,"3,50,14,192"
909,Kick-Ass,2010,UA,117,Action,7.6,66,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,ChloÃ« Grace Moretz,Garrett M. Brown,524081,"4,80,71,303"
910,Celda 211,2009,U,113,Action,7.6,78,Daniel MonzÃ³n,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel MorÃ³n,63882,"6,80,34,751"
911,Moneyball,2011,PG-13,133,Biography,7.6,87,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,369529,"7,56,05,492"
912,La piel que habito,2011,R,120,Drama,7.6,70,Pedro AlmodÃ³var,Antonio Banderas,Elena Anaya,Jan Cornet,Marisa Paredes,138959,"31,85,812"
913,Zombieland,2009,A,88,Adventure,7.6,73,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,520041,"7,55,90,286"
914,Die Welle,2008,U,107,Drama,7.6,78,Dennis Gansel,JÃ¼rgen Vogel,Frederick Lau,Max Riemelt,Jennifer Ulrich,102742,"6,80,34,751"
915,Sherlock Holmes,2009,PG-13,128,Action,7.6,57,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,583158,"20,90,28,679"
916,The Blind Side,2009,UA,129,Biography,7.6,53,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head,293266,"25,59,59,475"
917,The Visitor,2007,PG-13,104,Drama,7.6,79,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,41544,"94,22,422"
918,Seven Pounds,2008,UA,123,Drama,7.6,36,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,286770,"6,99,51,824"
919,Eastern Promises,2007,R,100,Action,7.6,82,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,227760,"1,71,14,882"
920,Stardust,2007,U,127,Adventure,7.6,66,Matthew Vaughn,Charlie Cox,Claire Danes,Sienna Miller,Ian McKellen,255036,"3,86,34,938"
921,The Secret of Kells,2009,U,71,Animation,7.6,81,Tomm Moore,Nora Twomey,Evan McGuire,Brendan Gleeson,Mick Lally,31779,"6,86,383"
922,Inside Man,2006,R,129,Crime,7.6,76,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,339757,"8,85,13,495"
923,Gone Baby Gone,2007,R,114,Crime,7.6,72,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,250590,"2,03,00,218"
924,La Vie En Rose,2007,PG-13,140,Biography,7.6,66,Olivier Dahan,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,82781,"1,03,01,706"
925,Huo Yuan Jia,2006,PG-13,104,Action,7.6,70,Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,72863,"2,46,33,730"
926,The Illusionist,2006,U,110,Drama,7.6,68,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,354728,"3,98,68,642"
927,Dead Man's Shoes,2004,U,90,Crime,7.6,52,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,49728,"6,013"
928,Harry Potter and the Half-Blood Prince,2009,UA,153,Action,7.6,78,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,474827,"30,19,59,197"
929,300,2006,A,117,Action,7.6,52,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,732876,"21,06,14,939"
930,Match Point,2005,R,124,Drama,7.6,72,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Matthew Goode,206294,"2,30,89,926"
931,Watchmen,2009,A,162,Action,7.6,56,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,500799,"10,75,09,799"
932,Lord of War,2005,R,122,Action,7.6,62,Andrew Niccol,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,294140,"2,41,49,632"
933,Saw,2004,UA,103,Horror,7.6,46,James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,379020,"5,60,00,369"
934,"Synecdoche, New York",2008,R,124,Drama,7.6,67,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,83158,"30,81,925"
935,Mysterious Skin,2004,R,105,Drama,7.6,73,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison,65939,"6,97,181"
936,Jeux d'enfants,2003,R,93,Comedy,7.6,45,Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,JosÃ©phine Lebas-Joly,67360,"5,48,707"
937,Un long dimanche de fianÃ§ailles,2004,U,133,Drama,7.6,76,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon,70925,"61,67,817"
938,The Station Agent,2003,R,89,Comedy,7.6,81,Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin,67370,"57,39,376"
939,21 Grams,2003,UA,124,Crime,7.6,70,Alejandro G. IÃ±Ã¡rritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,224545,"1,62,90,476"
940,Boksuneun naui geot,2002,R,129,Crime,7.6,56,Chan-wook Park,Kang-ho Song,Shin Ha-kyun,Bae Doona,Ji-Eun Lim,62659,"45,289"
941,Finding Neverland,2004,U,106,Biography,7.6,67,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,198677,"5,16,80,613"
942,25th Hour,2002,R,135,Drama,7.6,68,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,169708,"1,30,60,843"
943,The Butterfly Effect,2004,U,113,Drama,7.6,30,Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,451479,"5,79,38,693"
944,28 Days Later...,2002,A,113,Drama,7.6,73,Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,376853,"4,50,64,915"
945,Batoru rowaiaru,2000,U,114,Action,7.6,81,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,TarÃ´ Yamamoto,Takeshi Kitano,169091,"6,80,34,751"
946,The Royal Tenenbaums,2001,A,110,Comedy,7.6,76,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,266842,"5,23,64,010"
947,Y tu mamÃ¡ tambiÃ©n,2001,A,106,Drama,7.6,88,Alfonso CuarÃ³n,Maribel VerdÃº,Gael GarcÃ­a Bernal,Daniel GimÃ©nez Cacho,Ana LÃ³pez Mercado,115827,"1,36,22,333"
948,Harry Potter and the Sorcerer's Stone,2001,U,152,Adventure,7.6,64,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,658185,"31,75,75,550"
949,The Others,2001,PG-13,101,Horror,7.6,74,Alejandro AmenÃ¡bar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann,337651,"9,65,22,687"
950,Blow,2001,R,124,Biography,7.6,52,Ted Demme,Johnny Depp,PenÃ©lope Cruz,Franka Potente,Rachel Griffiths,240714,"5,29,90,775"
951,Enemy at the Gates,2001,A,131,Drama,7.6,53,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,243729,"5,14,01,758"
