Movie_ID,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
626,Apocalypto,2006,A,139,Action,7.8,68,Mel Gibson,Gerardo Taracena,Raoul Max Trujillo,Dalia HernÃ¡ndez,Rudy Youngblood,291018,"5,08,66,635"
627,Little Miss Sunshine,2006,UA,101,Comedy,7.8,80,Jonathan Dayton,Valerie Faris,Steve Carell,Toni Collette,Greg Kinnear,439856,"5,98,91,098"
628,Hot Fuzz,2007,UA,121,Action,7.8,81,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,463466,"2,36,37,265"
629,The Curious Case of Benjamin Button,2008,UA,166,Drama,7.8,70,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond,589160,"12,75,09,326"
630,Veer-Zaara,2004,U,192,Drama,7.8,67,Yash Chopra,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Kirron Kher,49050,"29,21,738"
631,Adams Ã¦bler,2005,R,94,Comedy,7.8,51,Anders Thomas Jensen,Ulrich Thomsen,Mads Mikkelsen,Nicolas Bro,Paprika Steen,45717,"1,305"
632,Pride & Prejudice,2005,PG,129,Drama,7.8,82,Joe Wright,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland,258924,"3,84,05,088"
633,The World's Fastest Indian,2005,U,127,Biography,7.8,68,Roger Donaldson,Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell,51980,"51,28,124"
634,TÃ´kyÃ´ goddofÃ¢zÃ¢zu,2003,UA,90,Animation,7.8,73,Satoshi Kon,ShÃ´go Furuya,TÃ´ru Emori,Yoshiaki Umegaki,Aya Okamoto,31658,"1,28,985"
635,Serenity,2005,PG-13,119,Action,7.8,74,Joss Whedon,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Alan Tudyk,283310,"2,55,14,517"
636,Walk the Line,2005,PG-13,136,Biography,7.8,72,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,234207,"11,95,19,402"
637,Ondskan,2003,U,113,Drama,7.8,61,Mikael HÃ¥fstrÃ¶m,Andreas Wilson,Henrik LundstrÃ¶m,Gustaf SkarsgÃ¥rd,Linda Zilliacus,35682,"15,280"
638,The Notebook,2004,A,123,Drama,7.8,53,Nick Cassavetes,Gena Rowlands,James Garner,Rachel McAdams,Ryan Gosling,520284,"8,10,01,787"
639,Diarios de motocicleta,2004,U,126,Adventure,7.8,75,Walter Salles,Gael GarcÃ­a Bernal,Rodrigo De la Serna,MÃ­a Maestro,Mercedes MorÃ¡n,96703,"1,67,56,372"
640,Lilja 4-ever,2002,R,109,Crime,7.8,82,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Pavel Ponomaryov,Lyubov Agapova,42673,"1,81,655"
641,Les triplettes de Belleville,2003,PG-13,80,Animation,7.8,91,Sylvain Chomet,MichÃ¨le Caucheteux,Jean-Claude Donda,Michel Robin,Monica Viegas,50622,"70,02,255"
642,Gongdong gyeongbi guyeok JSA,2000,U,110,Action,7.8,58,Chan-wook Park,Lee Yeong-ae,Lee Byung-Hun,Kang-ho Song,Kim Tae-Woo,26518,"6,80,34,751"
643,The Count of Monte Cristo,2002,PG-13,131,Action,7.8,61,Kevin Reynolds,Jim Caviezel,Guy Pearce,Christopher Adamson,JB Blanc,129022,"5,42,34,062"
644,Waking Life,2001,R,99,Animation,7.8,83,Richard Linklater,Ethan Hawke,Trevor Jack Brooks,Lorelei Linklater,Wiley Wiggins,60684,"28,92,011"
645,Remember the Titans,2000,U,113,Biography,7.8,48,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris,Ryan Hurst,198089,"11,56,54,751"
646,Wo hu cang long,2000,UA,120,Action,7.8,94,Ang Lee,Yun-Fat Chow,Michelle Yeoh,Ziyi Zhang,Chen Chang,253228,"12,80,78,872"
647,Todo sobre mi madre,1999,R,101,Drama,7.8,87,Pedro AlmodÃ³var,Cecilia Roth,Marisa Paredes,Candela PeÃ±a,Antonia San Juan,89058,"82,64,530"
648,Cast Away,2000,UA,143,Adventure,7.8,73,Robert Zemeckis,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White,524235,"23,36,32,142"
649,The Boondock Saints,1999,R,108,Action,7.8,44,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco,227143,"25,812"
650,The Insider,1999,UA,157,Biography,7.8,84,Michael Mann,Russell Crowe,Al Pacino,Christopher Plummer,Diane Venora,159886,"2,89,65,197"
651,October Sky,1999,PG,108,Biography,7.8,71,Joe Johnston,Jake Gyllenhaal,Chris Cooper,Laura Dern,Chris Owen,82855,"3,24,81,825"
652,Shrek,2001,U,90,Animation,7.8,84,Andrew Adamson,Vicky Jenson,Mike Myers,Eddie Murphy,Cameron Diaz,613941,"26,76,65,011"
653,Titanic,1997,UA,194,Drama,7.8,75,James Cameron,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,1046089,"65,93,25,379"
654,Hana-bi,1997,U,103,Crime,7.8,78,Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto,Ren Osugi,Susumu Terajima,27712,"2,33,986"
655,Gattaca,1997,UA,106,Drama,7.8,64,Andrew Niccol,Ethan Hawke,Uma Thurman,Jude Law,Gore Vidal,280845,"1,23,39,633"
656,The Game,1997,UA,129,Action,7.8,61,David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn,345096,"4,83,23,648"
657,Breaking the Waves,1996,R,159,Drama,7.8,76,Lars von Trier,Emily Watson,Stellan SkarsgÃ¥rd,Katrin Cartlidge,Jean-Marc Barr,62428,"40,40,691"
658,Ed Wood,1994,U,127,Biography,7.8,70,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,164937,"58,87,457"
659,What's Eating Gilbert Grape,1993,U,118,Drama,7.8,73,Lasse HallstrÃ¶m,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Mary Steenburgen,215034,"91,70,214"
660,Tombstone,1993,R,130,Action,7.8,50,George P. Cosmatos,Kevin Jarre,Kurt Russell,Val Kilmer,Sam Elliott,126871,"5,65,05,065"
661,The Sandlot,1993,U,101,Comedy,7.8,55,David Mickey Evans,Tom Guiry,Mike Vitar,Art LaFleur,Patrick Renna,78963,"3,24,16,586"
662,The Remains of the Day,1993,U,134,Drama,7.8,84,James Ivory,Anthony Hopkins,Emma Thompson,John Haycraft,Christopher Reeve,66065,"2,29,54,968"
663,Naked,1993,U,132,Comedy,7.8,84,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,34635,"17,69,305"
664,The Fugitive,1993,U,130,Action,7.8,87,Andrew Davis,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,267684,"18,38,75,760"
665,A Bronx Tale,1993,R,121,Crime,7.8,80,Robert De Niro,Robert De Niro,Chazz Palminteri,Lillo Brancato,Francis Capra,128171,"1,72,66,971"
666,Batman: Mask of the Phantasm,1993,PG,76,Animation,7.8,78,Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Eric Radomski,43690,"56,17,391"
667,Lat sau san taam,1992,R,128,Action,7.8,78,John Woo,Yun-Fat Chow,Tony Chiu-Wai Leung,Teresa Mo,Philip Chan,46700,"6,80,34,751"
668,Night on Earth,1991,R,129,Comedy,7.8,68,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,Alan Randolph Scott,55362,"20,15,810"
669,La double vie de VÃ©ronique,1991,R,98,Drama,7.8,86,Krzysztof Kieslowski,IrÃ¨ne Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,Kalina Jedrusik,42376,"19,99,955"
670,Boyz n the Hood,1991,A,112,Crime,7.8,76,John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery II,126082,"5,75,04,069"
671,Misery,1990,R,107,Drama,7.8,75,Rob Reiner,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,184740,"6,12,76,872"
672,Awakenings,1990,U,121,Biography,7.8,74,Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,125276,"5,20,96,475"
673,Majo no takkyÃ»bin,1989,U,103,Animation,7.8,83,Hayao Miyazaki,Kirsten Dunst,Minami Takayama,Rei Sakuma,Kappei Yamaguchi,124193,"6,80,34,751"
674,Glory,1989,R,122,Biography,7.8,78,Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,122779,"2,68,30,000"
675,Dip huet seung hung,1989,R,111,Action,7.8,82,John Woo,Yun-Fat Chow,Danny Lee,Sally Yeh,Kong Chu,45624,"6,80,34,751"
676,Back to the Future Part II,1989,U,108,Adventure,7.8,57,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Thomas F. Wilson,481918,"11,85,00,000"
677,Mississippi Burning,1988,A,128,Crime,7.8,65,Alan Parker,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,88214,"3,46,03,943"
678,Predator,1987,A,107,Action,7.8,45,John McTiernan,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo,371387,"5,97,35,548"
679,Evil Dead II,1987,A,84,Action,7.8,72,Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva,148359,"59,23,044"
680,Ferris Bueller's Day Off,1986,U,103,Comedy,7.8,61,John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,321382,"7,01,36,369"
681,Down by Law,1986,R,107,Comedy,7.8,75,Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi,47834,"14,36,000"
682,The Goonies,1985,U,114,Adventure,7.8,62,Richard Donner,Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,244430,"6,15,03,218"
683,The Color Purple,1985,U,154,Drama,7.8,78,Steven Spielberg,Danny Glover,Whoopi Goldberg,Oprah Winfrey,Margaret Avery,78321,"9,84,67,863"
684,The Breakfast Club,1985,UA,97,Comedy,7.8,66,John Hughes,Emilio Estevez,Judd Nelson,Molly Ringwald,Ally Sheedy,357026,"4,58,75,171"
685,The Killing Fields,1984,UA,141,Biography,7.8,76,Roland JoffÃ©,Sam Waterston,Haing S. Ngor,John Malkovich,Julian Sands,51585,"3,47,00,291"
686,Ghostbusters,1984,UA,105,Action,7.8,71,Ivan Reitman,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,355413,"23,86,32,124"
687,The Right Stuff,1983,PG,193,Adventure,7.8,91,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,Dennis Quaid,56235,"2,15,00,000"
688,The King of Comedy,1982,U,109,Comedy,7.8,73,Martin Scorsese,Robert De Niro,Jerry Lewis,Diahnne Abbott,Sandra Bernhard,88511,"25,00,000"
689,E.T. the Extra-Terrestrial,1982,U,115,Family,7.8,91,Steven Spielberg,Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace,372490,"43,51,10,554"
690,Kramer vs. Kramer,1979,A,105,Drama,7.8,77,Robert Benton,Dustin Hoffman,Meryl Streep,Jane Alexander,Justin Henry,133351,"10,62,60,000"
691,Days of Heaven,1978,PG,94,Drama,7.8,93,Terrence Malick,Richard Gere,Brooke Adams,Sam Shepard,Linda Manz,52852,"6,80,34,751"
692,The Outlaw Josey Wales,1976,A,135,Western,7.8,69,Clint Eastwood,Clint Eastwood,Sondra Locke,Chief Dan George,Bill McKinney,65659,"3,18,00,000"
693,The Man Who Would Be King,1975,PG,129,Adventure,7.8,91,John Huston,Sean Connery,Michael Caine,Christopher Plummer,Saeed Jaffrey,44917,"6,80,34,751"
694,The Conversation,1974,U,113,Drama,7.8,85,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,98611,"44,20,000"
695,La planÃ¨te sauvage,1973,U,72,Animation,7.8,73,RenÃ© Laloux,Barry Bostwick,Jennifer Drake,Eric Baugin,Jean Topart,25229,"1,93,817"
696,The Day of the Jackal,1973,A,143,Crime,7.8,80,Fred Zinnemann,Edward Fox,Terence Alexander,Michel Auclair,Alan Badel,37445,"1,60,56,255"
697,Badlands,1973,PG,94,Action,7.8,93,Terrence Malick,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,66009,"6,80,34,751"
698,Cabaret,1972,A,124,Drama,7.8,80,Bob Fosse,Liza Minnelli,Michael York,Helmut Griem,Joel Grey,48334,"4,27,65,000"
699,Willy Wonka & the Chocolate Factory,1971,U,100,Family,7.8,67,Mel Stuart,Gene Wilder,Jack Albertson,Peter Ostrum,Roy Kinnear,178731,"40,00,000"
700,Midnight Cowboy,1969,A,113,Drama,7.8,79,John Schlesinger,Dustin Hoffman,Jon Voight,Sylvia Miles,John McGiver,101124,"4,47,85,053"
701,Wait Until Dark,1967,U,108,Thriller,7.8,81,Terence Young,Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.,27733,"1,75,50,741"
702,Guess Who's Coming to Dinner,1967,U,108,Comedy,7.8,63,Stanley Kramer,Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,39642,"5,67,00,000"
703,Bonnie and Clyde,1967,A,111,Action,7.8,86,Arthur Penn,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,102415,"6,80,34,751"
704,My Fair Lady,1964,U,170,Drama,7.8,95,George Cukor,Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,86525,"7,20,00,000"
705,Mary Poppins,1964,U,139,Comedy,7.8,88,Robert Stevenson,Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns,158029,"10,22,72,727"
706,The Longest Day,1962,G,178,Action,7.8,75,Ken Annakin,Andrew Marton,Gerd Oswald,Bernhard Wicki,Darryl F. Zanuck,52141,"3,91,00,000"
707,Jules et Jim,1962,U,105,Drama,7.8,97,FranÃ§ois Truffaut,Jeanne Moreau,Oskar Werner,Henri Serre,Vanna Urbino,37605,"6,80,34,751"
708,The Innocents,1961,A,100,Horror,7.8,88,Jack Clayton,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,27007,"26,16,000"
709,Ã€ bout de souffle,1960,U,90,Crime,7.8,78,Jean-Luc Godard,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,Henri-Jacques Huet,73251,"3,36,705"
710,Red River,1948,Passed,133,Action,7.8,78,Howard Hawks,Arthur Rosson,John Wayne,Montgomery Clift,Joanne Dru,28167,"6,80,34,751"
711,Key Largo,1948,U,100,Action,7.8,78,John Huston,Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,36995,"6,80,34,751"
712,To Have and Have Not,1944,PG,100,Adventure,7.8,78,Howard Hawks,Humphrey Bogart,Lauren Bacall,Walter Brennan,Dolores Moran,31053,"6,80,34,751"
713,Shadow of a Doubt,1943,PG,108,Film-Noir,7.8,94,Alfred Hitchcock,Teresa Wright,Joseph Cotten,Macdonald Carey,Henry Travers,59556,"6,80,34,751"
714,Stagecoach,1939,Passed,96,Adventure,7.8,93,John Ford,John Wayne,Claire Trevor,Andy Devine,John Carradine,43621,"6,80,34,751"
715,The Lady Vanishes,1938,U,96,Mystery,7.8,98,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,Paul Lukas,May Whitty,47400,"6,80,34,751"
716,Bringing Up Baby,1938,Passed,102,Comedy,7.8,91,Howard Hawks,Katharine Hepburn,Cary Grant,Charles Ruggles,Walter Catlett,55163,"6,80,34,751"
717,Bride of Frankenstein,1935,U,75,Drama,7.8,95,James Whale,Boris Karloff,Elsa Lanchester,Colin Clive,Valerie Hobson,43542,"43,60,000"
718,Duck Soup,1933,U,69,Comedy,7.8,93,Leo McCarey,Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,55581,"6,80,34,751"
719,Scarface: The Shame of the Nation,1932,PG,93,Action,7.8,87,Howard Hawks,Richard Rosson,Paul Muni,Ann Dvorak,Karen Morley,25312,"6,80,34,751"
720,Frankenstein,1931,Passed,70,Drama,7.8,91,James Whale,Colin Clive,Mae Clarke,Boris Karloff,John Boles,65341,"6,80,34,751"
721,Roma,2018,R,135,Drama,7.7,96,Alfonso CuarÃ³n,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375,"6,80,34,751"
722,God's Own Country,2017,U,104,Drama,7.7,85,Francis Lee,Josh O'Connor,Alec Secareanu,Gemma Jones,Ian Hart,25198,"3,35,609"
723,Deadpool 2,2018,R,119,Action,7.7,66,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,478586,"32,45,91,735"
724,Wind River,2017,R,107,Crime,7.7,73,Taylor Sheridan,Kelsey Asbille,Jeremy Renner,Julia Jones,Teo Briones,205444,"3,38,00,859"
725,Get Out,2017,R,104,Horror,7.7,85,Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Catherine Keener,492851,"17,60,40,665"
726,Mission: Impossible - Fallout,2018,UA,147,Action,7.7,86,Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,291257,"22,01,59,104"
727,En man som heter Ove,2015,PG-13,116,Comedy,7.7,70,Hannes Holm,Rolf LassgÃ¥rd,Bahar Pars,Filip Berg,Ida Engvoll,47444,"33,58,518"
728,What We Do in the Shadows,2014,R,86,Comedy,7.7,76,Jemaine Clement,Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,157498,"33,33,000"
729,Omoide no MÃ¢nÃ®,2014,U,103,Animation,7.7,72,James Simone,Hiromasa Yonebayashi,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,32798,"7,65,127"
730,The Theory of Everything,2014,U,123,Biography,7.7,72,James Marsh,Eddie Redmayne,Felicity Jones,Tom Prior,Sophie Perry,404182,"3,58,93,537"
731,Kingsman: The Secret Service,2014,A,129,Action,7.7,60,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,590440,"12,82,61,724"
732,The Fault in Our Stars,2014,UA,126,Drama,7.7,69,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern,344312,"12,48,72,350"
733,Me and Earl and the Dying Girl,2015,PG-13,105,Comedy,7.7,74,Alfonso Gomez-Rejon,Thomas Mann,RJ Cyler,Olivia Cooke,Nick Offerman,123210,"67,43,776"
734,Birdman or (The Unexpected Virtue of Ignorance),2014,A,119,Comedy,7.7,87,Alejandro G. IÃ±Ã¡rritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough,580291,"4,23,40,598"
735,La vie d'AdÃ¨le,2013,A,180,Drama,7.7,89,Abdellatif Kechiche,LÃ©a Seydoux,AdÃ¨le Exarchopoulos,Salim Kechiouche,AurÃ©lien Recoing,138741,"21,99,675"
736,Kai po che!,2013,U,130,Drama,7.7,40,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Amrita Puri,32628,"11,22,527"
737,The Broken Circle Breakdown,2012,U,111,Drama,7.7,70,Felix van Groeningen,Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,Geert Van Rampelberg,39379,"1,75,058"
738,Captain America: The Winter Soldier,2014,UA,136,Action,7.7,70,Anthony Russo,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,736182,"25,97,66,572"
739,Rockstar,2011,UA,159,Drama,7.7,78,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,Kumud Mishra,39501,"9,85,912"
740,Nebraska,2013,UA,115,Adventure,7.7,87,Alexander Payne,Bruce Dern,Will Forte,June Squibb,Bob Odenkirk,112298,"1,76,54,912"
741,Wreck-It Ralph,2012,U,101,Animation,7.7,72,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman,380195,"18,94,22,889"
742,Le Petit Prince,2015,PG,108,Animation,7.7,70,Mark Osborne,Jeff Bridges,Mackenzie Foy,Rachel McAdams,Marion Cotillard,56720,"13,39,152"
743,Detachment,2011,U,98,Drama,7.7,52,Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,Lucy Liu,77071,"71,177"
744,Midnight in Paris,2011,PG-13,96,Comedy,7.7,81,Woody Allen,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller,388089,"5,68,16,662"
745,The Lego Movie,2014,U,100,Animation,7.7,83,Christopher Miller,Phil Lord,Chris Pratt,Will Ferrell,Elizabeth Banks,323982,"25,77,60,692"
746,Gravity,2013,UA,91,Drama,7.7,96,Alfonso CuarÃ³n,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,769145,"27,40,92,705"
747,Star Trek Into Darkness,2013,UA,132,Action,7.7,72,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch,463188,"22,87,78,661"
748,Beasts of No Nation,2015,U,137,Drama,7.7,79,Cary Joji Fukunaga,Abraham Attah,Emmanuel Affadzi,Ricky Adelayitor,Andrew Adote,73964,"83,861"
749,The Social Network,2010,UA,120,Biography,7.7,95,David Fincher,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara,624982,"9,69,62,694"
750,X: First Class,2011,UA,131,Action,7.7,65,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,645512,"14,64,08,305"
751,The Hangover,2009,UA,100,Comedy,7.7,73,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms,717559,"27,73,22,503"
752,Skyfall,2012,UA,143,Action,7.7,81,Sam Mendes,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench,630614,"30,43,60,277"
753,Silver Linings Playbook,2012,A,122,Comedy,7.7,81,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,661871,"13,20,92,958"
754,Argo,2012,A,120,Biography,7.7,86,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin,572581,"13,60,25,503"
755,(500) Days of Summer,2009,UA,95,Comedy,7.7,76,Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,ChloÃ« Grace Moretz,472242,"3,23,91,374"
756,Harry Potter and the Deathly Hallows: Part 1,2010,A,146,Adventure,7.7,65,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy,479120,"29,59,83,305"
757,Gake no ue no Ponyo,2008,U,101,Animation,7.7,86,Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,125317,"1,50,90,400"
758,Frost/Nixon,2008,R,122,Biography,7.7,80,Ron Howard,Frank Langella,Michael Sheen,Kevin Bacon,Sam Rockwell,103330,"1,85,93,156"
759,Papurika,2006,U,90,Animation,7.7,81,Satoshi Kon,Megumi Hayashibara,TÃ´ru Emori,Katsunosuke Hori,TÃ´ru Furuya,71379,"8,81,302"
760,Changeling,2008,R,141,Biography,7.7,63,Clint Eastwood,Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith,239203,"3,57,39,802"
761,Flipped,2010,PG,90,Comedy,7.7,45,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,81446,"17,52,214"
762,Toki o kakeru shÃ´jo,2006,U,98,Animation,7.7,78,Mamoru Hosoda,Riisa Naka,Takuya Ishida,Mitsutaka Itakura,Ayami Kakiuchi,60368,"6,80,34,751"
763,Death Note: Desu nÃ´to,2006,U,126,Crime,7.7,78,ShÃ»suke Kaneko,Tatsuya Fujiwara,Ken'ichi Matsuyama,Asaka Seto,YÃ» Kashii,28630,"6,80,34,751"
764,This Is England,2006,U,101,Crime,7.7,86,Shane Meadows,Thomas Turgoose,Stephen Graham,Jo Hartley,Andrew Shim,115576,"3,27,919"
765,Ex Machina,2014,UA,108,Drama,7.7,78,Alex Garland,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno,474141,"2,54,42,958"
766,Efter brylluppet,2006,R,120,Drama,7.7,78,Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,Rolf LassgÃ¥rd,Neeral Mulchandani,32001,"4,12,544"
767,The Last King of Scotland,2006,R,123,Biography,7.7,74,Kevin Macdonald,James McAvoy,Forest Whitaker,Gillian Anderson,Kerry Washington,175355,"1,76,05,861"
768,Zodiac,2007,UA,157,Crime,7.7,78,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,Anthony Edwards,466080,"3,30,80,084"
769,Lucky Number Slevin,2006,R,110,Action,7.7,53,Paul McGuigan,Josh Hartnett,Ben Kingsley,Morgan Freeman,Lucy Liu,299524,"2,24,94,487"
770,Joyeux NoÃ«l,2005,PG-13,116,Drama,7.7,70,Christian Carion,Diane Kruger,Benno FÃ¼rmann,Guillaume Canet,Natalie Dessay,28003,"10,54,361"
771,Control,2007,R,122,Biography,7.7,78,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara,61609,"8,71,577"
772,Tangled,2010,U,100,Animation,7.7,71,Nathan Greno,Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,405922,"20,08,21,936"
773,Zwartboek,2006,R,145,Drama,7.7,71,Paul Verhoeven,Carice van Houten,Sebastian Koch,Thom Hoffman,Halina Reijn,72643,"43,98,392"
774,Brokeback Mountain,2005,A,134,Drama,7.7,87,Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid,323103,"8,30,43,761"
775,3:10 to Yuma,2007,A,122,Action,7.7,76,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,288797,"5,36,06,916"
776,Crash,2004,UA,112,Crime,7.7,66,Paul Haggis,Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave,419483,"5,45,80,300"
777,Kung fu,2004,UA,99,Action,7.7,78,Stephen Chow,Stephen Chow,Wah Yuen,Qiu Yuen,Siu-Lung Leung,127250,"1,71,08,591"
778,The Bourne Supremacy,2004,A,108,Action,7.7,73,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Brian Cox,434841,"17,62,41,941"
779,The Machinist,2004,R,101,Drama,7.7,61,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Aitana SÃ¡nchez-GijÃ³n,John Sharian,358432,"10,82,715"
780,Ray,2004,A,152,Biography,7.7,73,Taylor Hackford,Jamie Foxx,Regina King,Kerry Washington,Clifton Powell,138356,"7,53,31,600"
781,Lost in Translation,2003,UA,102,Comedy,7.7,89,Sofia Coppola,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,415074,"4,45,85,453"
782,Harry Potter and the Goblet of Fire,2005,UA,157,Adventure,7.7,81,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,548619,"29,00,13,036"
783,Man on Fire,2004,UA,146,Action,7.7,47,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell,329592,"7,79,11,774"
784,Coraline,2009,U,100,Animation,7.7,80,Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders,197761,"7,52,86,229"
785,The Last Samurai,2003,UA,154,Action,7.7,55,Edward Zwick,Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton,400049,"11,11,10,575"
786,The Magdalene Sisters,2002,R,114,Drama,7.7,83,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Anne-Marie Duff,25938,"48,90,878"
787,Good Bye Lenin!,2003,R,121,Comedy,7.7,68,Wolfgang Becker,Daniel BrÃ¼hl,Katrin SaÃŸ,Chulpan Khamatova,Florian Lukas,137981,"40,64,200"
